date;match;link_jp;show;arena;other_data;link_en;ID
2017.11.09;Matt Riddle vs El Desperado;https://njpwworld.com/p/s_archive_69_01_03;Global Wars UK Night 1;York Hall, London;;;1503
2017.11.09;Tetsuya Naito vs Marty Scurll;https://njpwworld.com/p/s_archive_69_01_04;Global Wars UK Night 1;York Hall, London;;;1504
2017.11.09;Tomohiro Ishii vs Keith Lee;https://njpwworld.com/p/s_archive_69_01_07;Global Wars UK Night 1;York Hall, London;;;1505
2017.11.09;Minoru Suzuki & Zack Sabre Jr. vs Hirooki Goto & Will Ospreay;https://njpwworld.com/p/s_archive_69_01_08;Global Wars UK Night 1;York Hall, London;;;1506
2017.11.10;Minoru Suzuki vs Matt Riddle;https://njpwworld.com/p/s_archive_69_02_07;Global Wars UK Night 2;Walthamstow, London;;;1507
2017.11.10;Zack Sabre Jr. (c) vs Will Ospreay;https://njpwworld.com/p/s_archive_69_02_08;Global Wars UK Night 2;Walthamstow, London;RPW Undisputed British Heavyweight Title;;1508
2017.11.11;Kazuchika Okada vs Slex;https://njpwworld.com/p/s_archive_71_1_01;MCW November Rain;Melbourne, Australia;;;1509
2017.11.16;Tomoyuki Oka vs Ren Narita;https://njpwworld.com/p/s_series_00457_1_01;Lion's Gate Project: 9;Shinjuku FACE;Young Lion Cup Match;;1510
2017.11.16;Katsuya Kitamura vs Shota Umino;https://njpwworld.com/p/s_series_00457_1_02;Lion's Gate Project: 9;Shinjuku FACE;Young Lion Cup Match;;1511
2017.11.16;Ryusuke Taguchi vs GO Asakawa;https://njpwworld.com/p/s_series_00457_1_05;Lion's Gate Project: 9;Shinjuku FACE;;;1512
2017.11.18;Okada, Ospreay & Gedo vs Naito, BUSHI & Hiromu;https://njpwworld.com/p/s_series_00458_1_06;World Tag League Day 1;Korakuen Hall;;;1513
2017.11.18;Juice Robinson & Sami Callihan vs SANADA & EVIL;https://njpwworld.com/p/s_series_00458_1_08;World Tag League Day 1;Korakuen Hall;World Tag League Block A Match;;1514
2017.11.19;Michael Elgin & Jeff Cobb vs Tomohiro Ishii & Toru Yano;https://njpwworld.com/p/s_archive_70_1_07;World Tag League Day 2;New Sunpia Takasaki;World Tag League Block B Match;;1515
2017.11.21;David Finlay Jr. & Katsuya Kitamura vs Lance Archer & Davey Boy Smith Jr.;https://njpwworld.com/p/s_archive_70_3_06;World Tag League Day 4;Yamanashi Aimesse ;World Tag League Block B Match;;1516
2017.11.23;Minoru Suzuki & Takashi Iizuka vs SANADA & EVIL;https://njpwworld.com/p/s_archive_70_4_06;World Tag League Day 5;Kobe Sambo Hall;World Tag League Block A Match;;1517
2017.11.23;Juice Robinson & Sami Callihan vs Hirooki Goto & YOSHI-HASHI;https://njpwworld.com/p/s_archive_70_4_07;World Tag League Day 5;Kobe Sambo Hall;World Tag League Block A Match;;1518
2017.11.24;Trent Baretta & Chuckie T vs Hanson & Raymond Rowe;https://njpwworld.com/p/s_archive_70_5_06;World Tag League Day 6;Totori Convention Centre;World Tag League Block B Match;;1519
2017.11.25;EVIL & SANADA vs Bad Luck Fale & Chase Owens;https://njpwworld.com/p/s_archive_70_6_04;World Tag League Day 7;Shiga Prefectural Gym;World Tag League Block A Match;;1520
2017.11.26;Tomohiro Ishii & Toru Yano vs Lance Archer & Davey Boy Smith Jr.;https://njpwworld.com/p/s_archive_70_7_07;World Tag League Day 8;Aichi Prefectural Gym;World Tag League Block B Match;;1521
2017.11.26;Hanson & Raymond Rowe vs Tama Tonga & Tanga Loa;https://njpwworld.com/p/s_archive_70_7_08;World Tag League Day 8;Aichi Prefectural Gym;World Tag League Block B Match;;1522
2017.11.26;Kazuchika Okada & Will Ospreay vs Tetsuya Naito & Hiromu Takahashi;https://njpwworld.com/p/s_archive_70_7_09;World Tag League Day 8;Aichi Prefectural Gym;;;1523
2017.11.28;Yuji Nagata & Manabu Nakanishi vs Juice Robinson & Sami Callihan;https://njpwworld.com/p/s_archive_70_8_04;World Tag League Day 9;Nagano Sports Centre;World Tag League Block A Match;;1524
2017.11.28;Yujiro Takahashi & Hangman Page vs SANADA & EVIL;https://njpwworld.com/p/s_archive_70_8_07;World Tag League Day 9;Nagano Sports Centre;World Tag League Block A Match;;1525
2017.11.30;Hiroshi Tanahashi & Hirai Kawato vs EVIL & SANADA;https://njpwworld.com/p/s_series_00458_2_04;World Tag League Day 10;Korakuen Hall;;;1526
2017.11.30;Trent Baretta & Chuckie T vs Michael Elgin & Jeff Cobb;https://njpwworld.com/p/s_series_00458_2_08;World Tag League Day 10;Korakuen Hall;World Tag League Block B Match;;1527
2017.11.30;Hanson & Raymond Rowe vs Lance Archer & Davey Boy Smith Jr.;https://njpwworld.com/p/s_series_00458_2_09;World Tag League Day 10;Korakuen Hall;World Tag League Block B Match;;1528
2017.12.02;Tomohiro Ishii & Toru Yano vs Hanson & Raymond Rowe;https://njpwworld.com/p/s_archive_70_10_08;World Tag League Day 12;Osaka Municipal Gym;World Tag League Block B Match;;1529
2017.12.03;Hiroyoshi Tenzan & Satoshi Kojima vs EVIL & SANADA;https://njpwworld.com/p/s_archive_70_11_07;World Tag League Day 13;Kochi Prefectural Gym;World Tag League Block A Match;;1530
2017.12.05;Michael Elgin & Jeff Cobb vs Tama Tonga & Tanga Loa;https://njpwworld.com/p/s_archive_70_12_07;World Tag League Day 14;Oita Event Hall;World Tag League Block B Match;;1531
2017.12.08;Juice Robinson & Sami Callihan vs Yujiro Takahashi & Hangman Page;https://njpwworld.com/p/s_series_00458_3_07;World Tag League Day 17;Hiroshima Green Arena;World Tag League Block A Match;;1532
2017.12.08;Hirooki Goto & YOSHI-HASHI vs EVIL & SANADA;https://njpwworld.com/p/s_series_00458_3_08;World Tag League Day 17;Hiroshima Green Arena;World Tag League Block A Match;;1533
2017.12.09;Trent Baretta & Chuckie T vs Lance Archer & Davey Boy Smith Jr.;https://njpwworld.com/p/s_series_00458_4_06;World Tag League Day 18;Texport Imabari;World Tag League Block B Match;;1534
2017.12.09;Michael Elgin & Jeff Cobb vs Hanson & Raymond Rowe;https://njpwworld.com/p/s_series_00458_4_07;World Tag League Day 18;Texport Imabari;World Tag League Block B Match;;1535
2017.12.09;Tomohiro Ishii & Toru Yano vs Tama Tonga & Tanga Loa;https://njpwworld.com/p/s_series_00458_4_08;World Tag League Day 18;Texport Imabari;World Tag League Block B Match;;1536
2017.12.11;Juice Robinson & Sami Callihan vs Trent Baretta & Chuckie T;https://njpwworld.com/p/s_series_00458_5_04;World Tag League Finals;Fukuoka National Centre;;https://njpwworld.com/p/s_series_00458_6_04;1537
2017.12.11;Rocky Romero, YOH & SHO vs Kenny Omega & The Young Bucks;https://njpwworld.com/p/s_series_00458_5_07;World Tag League Finals;Fukuoka National Centre;;https://njpwworld.com/p/s_series_00458_6_07;1538
2017.12.11;Kazuchika Okada & Will Ospreay vs Tetsuya Naito & Hiromu Takahashi;https://njpwworld.com/p/s_series_00458_5_08;World Tag League Finals;Fukuoka National Centre;;https://njpwworld.com/p/s_series_00458_6_08;1539
2017.12.11;EVIL & SANADA vs Tama Tonga & Tanga Loa;https://njpwworld.com/p/s_series_00458_5_09;World Tag League Finals;Fukuoka National Centre;World Tag League FINAL;https://njpwworld.com/p/s_series_00458_6_09;1540
2017.12.17;Satoshi Kojima, KUSHIDA & Masked Horse vs Romero, YOH & SHO;https://njpwworld.com/p/s_series_00459_1_07;Road to Tokyo Dome;Korakuen Hall;;;1541
2017.12.17;Bad Luck Fale, Tama Tonga & Tanga Loa vs EVIL, SANADA & BUSHI;https://njpwworld.com/p/s_series_00459_1_08;Road to Tokyo Dome;Korakuen Hall;;;1542
2017.12.17;Kazuchika Okada & YOSHI-HASHI vs Tetsuya Naito & Hiromu Takahashi;https://njpwworld.com/p/s_series_00459_1_09;Road to Tokyo Dome;Korakuen Hall;;;1543
2017.12.18;Hirai Kawato vs Katsuya Kitamura;https://njpwworld.com/p/s_series_00459_2_03;Road to Tokyo Dome;Korakuen Hall;Young Lion Cup Match;;1544
2017.12.18;Hirooki Goto & YOSHI-HASHI vs Minoru Suzuki & Takashi Iizuka;https://njpwworld.com/p/s_series_00459_2_08;Road to Tokyo Dome;Korakuen Hall;;;1545
2017.12.18;Kazuchika Okada, YOH & SHO vs Tetsuya Naito, BUSHI & Hiromu Takahashi;https://njpwworld.com/p/s_series_00459_2_09;Road to Tokyo Dome;Korakuen Hall;;;1546
2017.12.21;Tomoyuki Oka vs Katsuya Kitamura;https://njpwworld.com/p/s_series_00460_1_03;Lion's Gate Project: 10;Shinjuku FACE;Young Lion Cup Match;;1547
2017.12.21;Yuji Nagata vs Yuma Aoyagi;https://njpwworld.com/p/s_series_00460_1_06;Lion's Gate Project: 10;Shinjuku FACE;;;1548
2018.01.04;YOH & SHO (c) vs The Young Bucks;https://njpwworld.com/p/s_series_00461_01;Wrestle Kingdom 12;Tokyo Dome;IWGP Jr. Heavyweight Tag Titles;https://njpwworld.com/p/s_series_00462_01;1549
2018.01.04;Kota Ibushi vs Cody;https://njpwworld.com/p/s_series_00461_03;Wrestle Kingdom 12;Tokyo Dome;;https://njpwworld.com/p/s_series_00462_03;1550
2018.01.04;Minoru Suzuki (c) vs Hirooki Goto;https://njpwworld.com/p/s_series_00461_05;Wrestle Kingdom 12;Tokyo Dome;NEVER Openweight Title;https://njpwworld.com/p/s_series_00462_05;1551
2018.01.04;Marty Scurll (c) vs KUSHIDA vs Will Ospreay vs Hiromu Takahashi;https://njpwworld.com/p/s_series_00461_06;Wrestle Kingdom 12;Tokyo Dome;IWGP Jr. Heavyweight Title;https://njpwworld.com/p/s_series_00462_06;1552
2018.01.04;Hiroshi Tanahashi (c) vs Jay White;https://njpwworld.com/p/s_series_00461_07;Wrestle Kingdom 12;Tokyo Dome;IWGP Intercontinental Title;https://njpwworld.com/p/s_series_00462_07;1553
2018.01.04;Kenny Omega (c) vs Chris Jericho;https://njpwworld.com/p/s_series_00461_08;Wrestle Kingdom 12;Tokyo Dome;IWGP US Heavyweight Title;https://njpwworld.com/p/s_series_00462_08;1554
2018.01.04;Kazuchika Okada (c) vs Tetsuya Naito;https://njpwworld.com/p/s_series_00461_09;Wrestle Kingdom 12;Tokyo Dome;IWGP Heavyweight Title;https://njpwworld.com/p/s_series_00462_09;1555
2018.01.05;Okada, Goto, YOSHI, Ospreay & Gedo vs Naito, SANADA, EVIL, BUSHI & Hiromu;https://njpwworld.com/p/s_series_00463_1_08;New Year Dash!!;Korakuen Hall;;https://njpwworld.com/p/s_series_00463_2_08;1556
2018.01.19;Niebla Roja (c) vs Gran Guerrero;https://njpwworld.com/p/s_series_00464_1_06;FantasticaMania 2018;Korakuen Hall;CMLL World Light Heavyweight Title;;1557
2018.01.20;EVIL & SANADA vs Mark Davies & Kyle Fletcher;https://njpwworld.com/p/s_archive_72_1_04;High Stakes 2018;York Hall, London;;;1558
2018.01.21;Volador Jr. (c) vs Barbaro Cavernario;https://njpwworld.com/p/s_series_00464_2_06;FantasticaMania 2018;Korakuen Hall;NWA World Historic Welterweight Title;;1559
2018.01.22;Atlantis & Kawato vs Barbaro Cavernario & Gedo;https://njpwworld.com/p/s_series_00464_3_04;FantasticaMania 2018;Korakuen Hall;;;1560
2018.01.22;Mistico & Dragon Lee vs Ultimo Guerrero & Gran Guerrero;https://njpwworld.com/p/s_series_00464_3_07;FantasticaMania 2018;Korakuen Hall;CMLL Brothers Tag Tournament Final;;1561
2018.01.27;YOSHI-HASHI & Will Ospreay vs Tetsuya Naito & Hiromu Takahashi;https://njpwworld.com/p/s_series_00465_1_06;New Beginning in Sapporo;Hokkaido Sports Center;;https://njpwworld.com/p/s_series_00466_1_06;1562
2018.01.27;Jay White & RPG3k vs Kenny Omega & The Young Bucks;https://njpwworld.com/p/s_series_00465_1_08;New Beginning in Sapporo;Hokkaido Sports Center;;https://njpwworld.com/p/s_series_00466_1_08;1563
2018.01.27;Hiroshi Tanahashi (c) vs Minoru Suzuki;https://njpwworld.com/p/s_series_00465_1_09;New Beginning in Sapporo;Hokkaido Sports Center;IWGP Intercontinental Title;https://njpwworld.com/p/s_series_00466_1_09;1564
2018.01.28;The Young Bucks (c) vs RPG3k;https://njpwworld.com/p/s_series_00465_2_08;New Beginning in Sapporo;Hokkaido Sports Center;IWGP Jr. Heavyweight Tag Titles;https://njpwworld.com/p/s_series_00466_2_08;1565
2018.01.28;Kenny Omega (c) vs Jay White;https://njpwworld.com/p/s_series_00465_2_09;New Beginning in Sapporo;Hokkaido Sports Center;IWGP US Heavyweight Title;https://njpwworld.com/p/s_series_00466_2_09;1566
2018.02.05;Jay White vs David Finlay;https://njpwworld.com/p/s_series_00467_1_07;Road to New Beginning;Korakuen Hall;;https://njpwworld.com/p/s_series_00467_2_07;1567
2018.02.05;Okada, Goto, YOSHI, Ospreay & Gedo vs Naito, SANADA, EVIL, BUSHI & Hiromu;https://njpwworld.com/p/s_series_00467_1_08;Road to New Beginning;Korakuen Hall;10-Man Elimination Match;https://njpwworld.com/p/s_series_00467_2_08;1568
2018.02.06;EVIL & SANADA (c) vs Okada & Goto;https://njpwworld.com/p/s_series_00467_3_08;Road to New Beginning;Korakuen Hall;IWGP Heavyweight Tag Titles;https://njpwworld.com/p/s_series_00467_4_08;1569
2018.02.10;Yuji Nagata vs Katsuya Kitamura;https://njpwworld.com/p/s_series_00468_1_01;New Beginning in Osaka;Osaka Prefectural Gym;;https://njpwworld.com/p/s_series_00468_2_01;1570
2018.02.10;YOSHI-HASHI vs Tetsuya Naito;https://njpwworld.com/p/s_series_00468_1_06;New Beginning in Osaka;Osaka Prefectural Gym;;https://njpwworld.com/p/s_series_00468_2_06;1571
2018.02.10;Will Ospreay (c) vs Hiromu Takahashi;https://njpwworld.com/p/s_series_00468_1_07;New Beginning in Osaka;Osaka Prefectural Gym;IWGP Jr. Heavyweight Title;https://njpwworld.com/p/s_series_00468_2_07;1572
2018.02.10;Kazuchika Okada (c) vs SANADA;https://njpwworld.com/p/s_series_00468_1_09;New Beginning in Osaka;Osaka Prefectural Gym;IWGP Heavyweight Title;https://njpwworld.com/p/s_series_00468_2_09;1573
2018.02.16;Yuji Nagata vs Chase Owens;https://njpwworld.com/p/s_archive_74_01_01;Fallout Down Under Tour;Adelaide Titanium Arena;;;1574
2018.02.16;Jay White vs Elliot Sexton;https://njpwworld.com/p/s_archive_74_01_06;Fallout Down Under Tour;Adelaide Titanium Arena;;;1575
2018.02.16;Okada & Ishii vs The Young Bucks;https://njpwworld.com/p/s_archive_74_01_07;Fallout Down Under Tour;Adelaide Titanium Arena;;;1576
2018.02.17;Minoru Suzuki v Jonah Rock;https://njpwworld.com/p/s_archive_74_02_07;Fallout Down Under Tour;Melbourne Festival Hall;;;1577
2018.02.17;Okada, Ishii & Romero vs Omega, Tonga & Loa;https://njpwworld.com/p/s_archive_74_02_08;Fallout Down Under Tour;Melbourne Festival Hall;;;1578
2018.02.18;SANADA & EVIL vs Robbie Eagles & Nick Moretti;https://njpwworld.com/p/s_archive_74_03_03;Fallout Down Under Tour;Sydney Quaycentre;;;1579
2018.02.18;Okada, Jay White & Ospreay vs Cody & The Young Bucks;https://njpwworld.com/p/s_archive_74_03_07;Fallout Down Under Tour;Sydney Quaycentre;;;1580
2018.02.19;Cody vs Robbie Eagles vs Will Ospreay;https://njpwworld.com/p/s_archive_74_04_07;Fallout Down Under Tour;Perth HBF Stadium;;;1581
2018.02.19;Okada & Romero vs EVIL & SANADA;https://njpwworld.com/p/s_archive_74_04_08;Fallout Down Under Tour;Perth HBF Stadium;;;1582
2018.02.23;The Young Bucks vs Juice Robinson & David Finlay;https://njpwworld.com/p/s_series_00469_1_03;Honor Rising Night 1;Korakuen Hall;;https://njpwworld.com/p/s_series_00469_2_03;1583
2018.02.23;KUSHIDA vs Hiromu Takahashi vs Flip Gordon;https://njpwworld.com/p/s_series_00469_1_04;Honor Rising Night 1;Korakuen Hall;;https://njpwworld.com/p/s_series_00469_2_04;1584
2018.02.23;Omega, Ibushi & Chase vs Cody, Scurll & Hangman;https://njpwworld.com/p/s_series_00469_1_07;Honor Rising Night 1;Korakuen Hall;;https://njpwworld.com/p/s_series_00469_2_07;1585
2018.02.24;Jay White, YOSHI & Chuckie T vs Hangman & The Young Bucks;https://njpwworld.com/p/s_series_00469_3_05;Honor Rising Night 2;Korakuen Hall;;https://njpwworld.com/p/s_series_00469_4_05;1586
2018.02.24;Kenny Omega & Kota Ibushi vs Cody & Marty Scurll;https://njpwworld.com/p/s_series_00469_3_07;Honor Rising Night 2;Korakuen Hall;;https://njpwworld.com/p/s_series_00469_4_07;1587
2018.03.06;RPG3k (c) vs Hiromu & BUSHI vs Kanemaru & El Desperado;https://njpwworld.com/p/s_series_00470_1_03;46th Anniversary Show;Ota Ward Gymnasium;IWGP Jr. Heavyweight Tag Titles;https://njpwworld.com/p/s_series_00470_2_03;1588
2018.03.06;YOSHI-HASHI vs SANADA;https://njpwworld.com/p/s_series_00470_1_04;46th Anniversary Show;Ota Ward Gymnasium;;https://njpwworld.com/p/s_series_00470_2_04;1589
2018.03.06;Tetsuya Naito vs Taichi;https://njpwworld.com/p/s_series_00470_1_05;46th Anniversary Show;Ota Ward Gymnasium;;https://njpwworld.com/p/s_series_00470_2_05;1590
2018.03.06;Minoru Suzuki (c) vs Togi Makabe;https://njpwworld.com/p/s_series_00470_1_06;46th Anniversary Show;Ota Ward Gymnasium;IWGP Intercontinental Title;https://njpwworld.com/p/s_series_00470_2_06;1591
2018.03.06;Kazuchika Okada vs Will Ospreay;https://njpwworld.com/p/s_series_00470_1_07;46th Anniversary Show;Ota Ward Gymnasium;;https://njpwworld.com/p/s_series_00470_2_07;1592
2018.03.09;Kazuchika Okada & YOSHI-HASHI vs Kota Ibushi & Chase Owens;https://njpwworld.com/p/s_series_00472_1_05;New Japan Cup Day 1;Korakuen Hall;;https://njpwworld.com/p/s_series_00472_2_05;1593
2018.03.09;Juice Robinson vs Yujiro Takahashi;https://njpwworld.com/p/s_series_00472_1_06;New Japan Cup Day 1;Korakuen Hall;New Japan Cup First Round;https://njpwworld.com/p/s_series_00472_2_06;1594
2018.03.09;Michael Elgin vs Tomohiro Ishii;https://njpwworld.com/p/s_series_00472_1_07;New Japan Cup Day 1;Korakuen Hall;New Japan Cup First Round;https://njpwworld.com/p/s_series_00472_2_07;1595
2018.03.10;Hiroshi Tanahashi vs Taichi;https://njpwworld.com/p/s_series_00472_3_08;New Japan Cup Day 2;Aichi Prefectural Gym;New Japan Cup First Round;;1596
2018.03.11;Okada & Chuckie T vs SANADA & BUSHI;https://njpwworld.com/p/s_series_00472_4_06;New Japan Cup Day 3;Amagasaki Memorial Gym;;;1597
2018.03.11;YOSHI-HASHI vs Kota Ibushi;https://njpwworld.com/p/s_series_00472_4_07;New Japan Cup Day 3;Amagasaki Memorial Gym;New Japan Cup First Round;;1598
2018.03.11;Tetsuya Naito vs Zack Sabre Jr.;https://njpwworld.com/p/s_series_00472_4_08;New Japan Cup Day 3;Amagasaki Memorial Gym;New Japan Cup First Round;;1599
2018.03.12;Chuckie T vs SANADA;https://njpwworld.com/p/s_series_00472_5_08;New Japan Cup Day 4;Takamatsu City Gym;New Japan Cup First Round;;1600
2018.03.14;Juice Robinson vs Michael Elgin;https://njpwworld.com/p/s_series_00472_6_07;New Japan Cup Day 5;Shizuoka Fujisan Messe;New Japan Cup Second Round;;1601
2018.03.14;Hiroshi Tanahashi vs Bad Luck Fale;https://njpwworld.com/p/s_series_00472_6_08;New Japan Cup Day 5;Shizuoka Fujisan Messe;New Japan Cup Second Round;;1602
2018.03.15;Kota Ibushi vs Zack Sabre Jr.;https://njpwworld.com/p/s_series_00472_7_07;New Japan Cup Day 6;Korakuen Hall;New Japan Cup Second Round;https://njpwworld.com/p/s_series_00472_8_07;1603
2018.03.16;Naito, SANADA, Hiromu & BUSHI vs Sabre, TAKA, Kanemaru & El Desperado;https://njpwworld.com/p/s_series_00472_9_06;New Japan Cup Day 7;Korakuen Hall;;https://njpwworld.com/p/s_series_00472_10_06;1604
2018.03.16;Hiroshi Tanahashi vs Juice Robinson;https://njpwworld.com/p/s_series_00472_9_07;New Japan Cup Day 7;Korakuen Hall;New Japan Cup Semi-Final;https://njpwworld.com/p/s_series_00472_10_07;1605
2018.03.18;SANADA vs Zack Sabre Jr.;https://njpwworld.com/p/s_series_00472_11_08;New Japan Cup Day 8;Act City Hamamatsu;New Japan Cup Semi-Final;https://njpwworld.com/p/s_series_00472_12_08;1606
2018.03.21;Okada & Chuckie T vs Ibushi & Chase;https://njpwworld.com/p/s_series_00472_13_07;New Japan Cup Day 9;Aore Nagaoka;;https://njpwworld.com/p/s_series_00472_14_07;1607
2018.03.21;Hiroshi Tanahashi vs Zack Sabre Jr.;https://njpwworld.com/p/s_series_00472_13_08;New Japan Cup Day 9;Aore Nagaoka;New Japan Cup FINAL;https://njpwworld.com/p/s_series_00472_14_08;1608
2018.03.25;Jushin Liger vs Will Ospreay;https://njpwworld.com/p/s_series_00475_1_06;Strong Style Evolved;Walter Pyramid;;https://njpwworld.com/p/s_series_00475_2_06;1609
2018.03.25;Okada & Ishii vs Suzuki & Sabre Jr.;https://njpwworld.com/p/s_series_00475_1_07;Strong Style Evolved;Walter Pyramid;;https://njpwworld.com/p/s_series_00475_2_07;1610
2018.03.25;Jay White (c) vs Hangman Page;https://njpwworld.com/p/s_series_00475_1_08;Strong Style Evolved;Walter Pyramid;IWGP US Heavyweight Title;https://njpwworld.com/p/s_series_00475_2_08;1611
2018.03.25;Kenny Omega & Kota Ibushi vs The Young Bucks;https://njpwworld.com/p/s_series_00475_1_09;Strong Style Evolved;Walter Pyramid;;https://njpwworld.com/p/s_series_00475_2_09;1612
2018.03.30;Ren Narita vs Tetsuhiro Yagi;https://njpwworld.com/p/s_series_00476_1_01;Road to Sakura Genesis;Korakuen Hall;;https://njpwworld.com/p/s_series_00476_2_01;1613
2018.03.30;Naito, SANADA, EVIL, BUSHI & Hiromu vs Suzuki, K.E.S, Kanemaru & Despy;https://njpwworld.com/p/s_series_00476_1_06;Road to Sakura Genesis;Korakuen Hall;;https://njpwworld.com/p/s_series_00476_2_06;1614
2018.03.30;Okada & YOSHI vs Sabre Jr. & Taichi;https://njpwworld.com/p/s_series_00476_1_07;Road to Sakura Genesis;Korakuen Hall;;https://njpwworld.com/p/s_series_00476_2_07;1615
2018.04.01;El Desperado & Kanemaru (c) vs RPG3k vs BUSHI & Hiromu;https://njpwworld.com/p/s_series_00477_1_06;Sakura Genesis;Ryogoku Kokugikan;IWGP Jr. Heavyweight Tag Titles;https://njpwworld.com/p/s_series_00477_2_06;1616
2018.04.01;Will Ospreay (c) vs Marty Scurll;https://njpwworld.com/p/s_series_00477_1_07;Sakura Genesis;Ryogoku Kokugikan;IWGP Jr. Heavyweight Title;https://njpwworld.com/p/s_series_00477_2_07;1617
2018.04.01;Kenny Omega & Kota Ibushi vs Cody & Hangman Page;https://njpwworld.com/p/s_series_00477_1_08;Sakura Genesis;Ryogoku Kokugikan;;https://njpwworld.com/p/s_series_00477_2_08;1618
2018.04.01;Kazuchika Okada (c) vs Zack Sabre Jr.;https://njpwworld.com/p/s_series_00477_1_09;Sakura Genesis;Ryogoku Kokugikan;IWGP Heavyweight Title;https://njpwworld.com/p/s_series_00477_2_09;1619
2018.04.06;Kota Ibushi, Shane Strickland & Flip Gordon vs Ospreay, Romero & Chuckie T;https://njpwworld.com/p/s_archive_76_1_01;RPW WrestleCon;New Orleans Sugar Mill;;;1620
2018.04.06;Jeff Cobb vs Minoru Suzuki;https://njpwworld.com/p/s_archive_76_1_02;RPW WrestleCon;New Orleans Sugar Mill;;;1621
2018.04.06;Hiroshi Tanahashi & Juice Robinson vs Mark Davies & Kyle Fletcher;https://njpwworld.com/p/s_archive_76_1_03;RPW WrestleCon;New Orleans Sugar Mill;;;1622
2018.04.06;Zack Sabre Jr. (c) vs Tomohiro Ishii;https://njpwworld.com/p/s_archive_76_1_04;RPW WrestleCon;New Orleans Sugar Mill;RPW Undisputed British Heavyweight Title;;1623
2018.04.07;Kota Ibushi vs Hangman Page;https://njpwworld.com/p/s_archive_75_1_02;Supercard of Honor XII;Lakefront Arena, NOLA;;;1624
2018.04.07;Cody vs Kenny Omega;https://njpwworld.com/p/s_archive_75_1_04;Supercard of Honor XII;Lakefront Arena, NOLA;;;1625
2018.04.10;Yuji Nagata & Shota Umino vs Ayato Yoshida & GO Asakawa;https://njpwworld.com/p/s_series_00478_1_05;Lion's Gate Project: 11;Shinjuku FACE;;;1626
2018.04.13;Tana, Juice, Elgin, KUSHIDA & Finlay vs Okada, Goto, White, Ospreay & YOSHI;https://njpwworld.com/p/s_series_00479_1_07;Road to Wrestling Dontaku;Korakuen Hall;Special Elimination Match;;1627
2018.04.14;Naito, EVIL, SANADA, BUSHI & Hiromu vs Suzuki, K.E.S, Kanemaru & Despy;https://njpwworld.com/p/s_series_00479_2_07;Road to Wrestling Dontaku;Korakuen Hall;Special Elimination Match;;1628
2018.04.23;Yota Tsuji vs Yuya Uemura;https://njpwworld.com/p/s_series_00479_3_01;Road to Wrestling Dontaku;Korakuen Hall;;https://njpwworld.com/p/s_series_00479_5_01;1629
2018.04.23;Kanemaru & El Desperado (c) vs Hiromu & BUSHI;https://njpwworld.com/p/s_series_00479_3_07;Road to Wrestling Dontaku;Korakuen Hall;IWGP Jr. Heavyweight Tag Titles;https://njpwworld.com/p/s_series_00479_5_07;1630
2018.04.24;Toa Henare vs Tomohiro Ishii;https://njpwworld.com/p/s_series_00479_4_04;Road to Wrestling Dontaku;Korakuen Hall;;https://njpwworld.com/p/s_series_00479_6_04;1631
2018.04.24;Jay White (c) vs David Finlay;https://njpwworld.com/p/s_series_00479_4_07;Road to Wrestling Dontaku;Korakuen Hall;IWGP US Heavyweight Title;https://njpwworld.com/p/s_series_00479_6_07;1632
2018.04.27;Hirooki Goto (c) vs Juice Robinson;https://njpwworld.com/p/s_series_00480_1_06;Road to Wrestling Dontaku;Hiroshima Green Arena;NEVER Openweight Title;https://njpwworld.com/p/s_series_00480_2_1;1633
2018.04.27;Hiroshi Tanahashi & KUSHIDA vs Kazuchika Okada & Will Ospreay;https://njpwworld.com/p/s_series_00480_1_07;Road to Wrestling Dontaku;Hiroshima Green Arena;;https://njpwworld.com/p/s_series_00480_2_1;1634
2018.04.29;EVIL & SANADA (c) vs K.E.S.;https://njpwworld.com/p/s_series_00481_1_08;Wrestling Hinokuni;Kumamoto Grand Messe;IWGP Heavyweight Tag Titles;https://njpwworld.com/p/s_series_00481_2;1635
2018.04.29;Minoru Suzuki (c) vs Tetsuya Naito;https://njpwworld.com/p/s_series_00481_1_09;Wrestling Hinokuni;Kumamoto Grand Messe;IWGP Intercontinental Title;https://njpwworld.com/p/s_series_00481_2;1636
2018.05.03;Fale, Tonga & Loa (c) vs Scurll & The Young Bucks;https://njpwworld.com/p/s_series_00482_1_05;Wrestling Dontaku Night 1;Fukuoka National Centre;NEVER Openweight Six-Man Tag Titles;https://njpwworld.com/p/s_series_00482_2_05;1637
2018.05.03;Okada & Ospreay vs Tanahashi & KUSHIDA;https://njpwworld.com/p/s_series_00482_1_07;Wrestling Dontaku Night 1;Fukuoka National Centre;;https://njpwworld.com/p/s_series_00482_2_07;1638
2018.05.03;Kota Ibushi vs Cody;https://njpwworld.com/p/s_series_00482_1_08;Wrestling Dontaku Night 1;Fukuoka National Centre;;https://njpwworld.com/p/s_series_00482_2_08;1639
2018.05.03;Kenny Omega vs Hangman Page;https://njpwworld.com/p/s_series_00482_1_09;Wrestling Dontaku Night 1;Fukuoka National Centre;;https://njpwworld.com/p/s_series_00482_2_09;1640
