date;match;link_jp;show;arena;other_data;link_en;ID
1973.10.14;Antonio Inoki & Seiji Sakaguchi vs Karl Gotch & Lou Thesz;http://njpwworld.com/p/s_series_00001_1_1;World's Strongest;Kuramae Kokugikan;;;0
1973.12.10;Johnny Powers (c) vs Antonio Inoki;http://njpwworld.com/p/s_series_00002_1_1;World Title Series;Tokyo Metropolitan Gym;NWF World Heavyweight Title;;1
1974.03.19;Antonio Inoki (c) vs Strong Kobayashi;http://njpwworld.com/p/s_series_00003_1_1;Big Fight Series;Kuramae Kokugikan;NWF World Heavyweight Title;;2
1974.04.26;Antonio Inoki vs Seiji Sakaguchi;http://njpwworld.com/p/s_series_00004_1_1;1st World League;Hiroshima Gymnasium;World League Match;;3
1974.05.08;Antonio Inoki vs Killer Karl Krupp;http://njpwworld.com/p/s_series_00004_2_1;1s World League;Tokyo Metropolitan Gym;World League Play-Off;;4
1974.10.10;Antonio Inoki (c) vs Kintaro Oki;http://njpwworld.com/p/s_series_00004_2_1;Toukon Series;Kuramae Kokugikan;NWF World Heavyweight Title;;5
1974.12.12;Antonio Inoki (c) vs Strong Kobayashi;http://njpwworld.com/p/s_series_00006_1_1;Toukon Series II;Kuramae Kokugikan;NWF World Heavyweight Title;;6
1974.12.15;Antonio Inoki (c) vs Andre the Giant;http://njpwworld.com/p/s_series_00005_2_1;Fighting Spirit Series;Sao Paolo Stadium;NWF World Heavyweight Title;;7
1975.05.16;Seiji Sakaguchi vs Kintaro Oki;https://njpwworld.com/p/s_series_00302_1_1;World League Tournament;Nippon University Hall;2nd Annual World League Play-Off;;8
1975.10.09;Antonio Inoki (c) vs Lou Thesz;http://njpwworld.com/p/s_series_00010_2_1;Toukon Series;Kuramae Kokugikan;NWF World Heavyweight Title;;9
1975.12.11;Antonio Inoki (c) vs Billy Robinson;http://njpwworld.com/p/s_series_00011_1_1;Toukon Series II;Kuramae Kokugikan;NWF World Heavyweight Title;;10
1976.02.06;Antonio Inoki vs Willem Ruska;https://njpwworld.com/p/s_series_00012_2_1;New Year Golden Series;Nippon Budokan;World Martial Arts Finals;;11
1976.10.07;Andre the Giant vs Antonio Inoki;http://njpwworld.com/p/s_series_00013_1_1;Martial World Finals;Kuramae Kokugikan;;https://njpwworld.com/p/s_series_00013_1_1en;12
1976.12.09;Antonio Inoki (c) vs Willem Ruska;http://njpwworld.com/p/s_series_00237_1_1;Toukon Series II;Yokkaichi City Gym;Real World Martial Arts Title;;13
1978.01.23;Jose Estrada (c) vs Tatsumi Fujinami;https://njpwworld.com/p/s_series_00019_1_1;New Year Golden Series;Madison Square Garden;WWWF Jr. Heavyweight Title;;14
1978.04.21;Antonio Inoki vs Seiji Sakaguchi;http://njpwworld.com/p/s_series_00020_1_1;1st MSG Series;Kuramae Kokugikan;;;15
1978.05.30;Andre the Giant vs Antonio Inoki;http://njpwworld.com/p/s_series_00020_2_1;1st MSG Series;Osaka Prefectural Gym;;;16
1978.07.27;Tatsumi Fujinami (c) vs Ryuma Go;http://njpwworld.com/p/s_series_00021_2_1;Summer Fight Series;Nippon Budokan;WWWF Jr. Heavyweight Title;;17
1978.09.19;Tiger Jeet Singh vs Umanosuke Ueda;https://njpwworld.com/p/s_series_00022_1_1;Golden Fight Series;Osaka Prefectural Gym;Special Referee: Antonio Inoki;;18
1978.12.16;Antonio Inoki vs Hiro Matsuda;https://njpwworld.com/p/s_series_00023_2_1;JP Championship Series;Kuramae Kokugikan;Japan Championship League Final;;19
1979.05.10;Antonio Inoki vs Jack Brisco;https://njpwworld.com/p/s_series_00290_1_1;2nd MSG Series;Fukuoka Sports Centre;NWF World Heavyweight Title;;20
1979.05.18;Andre the Giant vs Stan Hansen;http://njpwworld.com/p/s_series_00026_1_1;2nd MSG Series;Niigata City Gym;;https://njpwworld.com/p/s_series_00026_1_1en;21
1979.06.07;Tatsumi Fujinami (c) vs El Canek;https://njpwworld.com/p/s_series_00026_2_1;2nd MSG Series;Kuramae Kokugikan;WWF Jr. Heavyweight Title;;22
1979.06.15;Hiro Matsuda & Masa Saito (c) vs Seiji Sakaguchi & Riki Choshu;https://njpwworld.com/p/s_series_00026_3_1;NWA Hollywood Wrestling;LA Olympic Auditorium;NWA North American Tag Titles;;23
1979.10.05;Antonio Inoki (c) vs Willem Ruska;http://njpwworld.com/p/s_series_00241_1_1;NJPW in Korea;Jangchung Gym, Seoul;WWF Martial Arts Title;;24
1979.11.01;Antonio Inoki (c) vs Dusty Rhodes;http://njpwworld.com/p/s_series_00027_1_1;Toukon Series '79;Nakajima Sports Centre;NWF World Heavyweight Title;;25
1979.11.30;Bob Backlund (c) vs Antonio Inoki;https://njpwworld.com/p/s_series_00027_2_1;Toukon Series '79;Tokushima City Gym;WWF World Heavyweight Title;;26
1979.12.06;Antonio Inoki (c) vs Bob Backlund;https://njpwworld.com/p/s_series_00027_3_1;Toukon Series '79;Kuramae Kokugikan;WWF World Heavyweight Title;;27
1979.12.13;Tatsumi Fujinami (c) vs Kengo Kimura;http://njpwworld.com/p/s_series_00028_1_1;Toukon Series '79;Kyoto Prefectural Gym;WWF Junior Heavyweight Title;;28
1980.02.05;Tatsumi Fujinami (c) vs Dynamite Kid;http://njpwworld.com/p/s_series_00029_1_1;New Year Golden Series;Aichi Prefectural Gym;WWF Junior Heavyweight Title;;29
1980.02.08;Antonio Inoki (c) vs Stan Hansen;http://njpwworld.com/p/s_series_00029_2_1;New Year Golden Series;Tokyo Metropolitan Gym;NWF World Heavyweight Title;;30
1980.04.03;Tatsumi Fujinami (c) vs Ashura Hara;http://njpwworld.com/p/s_series_00030_2_1;Big Fight Series;Kuramae Kokugikan;WWF Junior Heavyweight Title;;31
1980.04.03;Stan Hansen (c) vs Antonio Inoki;http://njpwworld.com/p/s_series_00030_2_2;Big Fight Series;Kuramae Kokugikan;NWF World Heavyweight Title;;32
1980.04.13;Gran Hamada & Satoru Sayama vs Perro Aguayo & Baby Face;https://njpwworld.com/p/s_series_00030_4_1;UWA Mexico;Toreo de Cuatro Caminos;2/3 Falls;;33
1980.05.09;Tatsumi Fujinami (c) vs Chavo Guerrero;http://njpwworld.com/p/s_series_00031_1_1;3rd MSG Series;Fukuoka Sports Centre;WWF Junior Heavyweight Title;;34
1980.06.05;Andre the Giant vs Stan Hansen;https://njpwworld.com/p/s_series_00238_1_1;3rd MSG Series;Kuramae Kokugikan;;https://njpwworld.com/p/s_series_00238_1_1en;35
1980.08.09;Tatsumi Fujinami (c) vs Chavo Guerrero;https://njpwworld.com/p/s_series_00032_3_1;WWF Showdown at Shea;Shea Stadium, NYC;WWF Junior Heavyweight Title;;36
1980.09.25;Antonio Inoki (c) vs Stan Hansen;https://njpwworld.com/p/s_series_00032_1_1;Bloody Fight Series;Hiroshima City Gym;NWF World Heavyweight Title;;37
1980.09.30;Bob Backlund (c) vs Stan Hansen;http://njpwworld.com/p/s_series_00032_2_1;Bloody Fight Series;Nippon Budokan;WWF World Heavyweight Title;;38
1980.10.10;Antonio Inoki & Bob Backlund vs Stan Hansen & Hulk Hogan;https://njpwworld.com/p/s_series_00033_1_1;1st MSG Tag League;Osaka Prefectural Gym;1st MSG Tag League Final;;39
1981.04.23;Tiger Mask vs Dynamite Kid;http://njpwworld.com/p/s_series_00034_1_1;Big Fight Series;Kuramae Kokugikan;;;40
1981.04.23;Antonio Inoki vs Stan Hansen;http://njpwworld.com/p/s_series_00034_1_2;Big Fight Series;Kuramae Kokugikan;NWF Heavyweight Title (vacant);;41
1981.06.24;Tiger Mask vs Villano III;https://njpwworld.com/p/s_series_00035_1_2;Super Fight Series;Kuramae Kokugikan;;;42
1981.08.02;Tiger Mask vs Scorpion;http://njpwworld.com/p/s_series_00239_1_1;Burning Spirit in Summer;Korakuen Hall;;;43
1981.09.18;Tatsumi Fujinami & Tiger Mask vs El Solar & El Solitario;https://njpwworld.com/p/s_series_00036_1_1;Bloody Fight Series;Hiroshima City Gym;;;44
1981.09.23;Tiger Mask vs El Solar;https://njpwworld.com/p/s_series_00036_2_2;Bloody Fight Series;Denen Colosseum;;;45
1981.09.23;Andre the Giant vs Stan Hansen;http://njpwworld.com/p/s_series_00036_2_1;Bloody Fight Series;Denen Colosseum;;;46
1981.09.23;Antonio Inoki vs Kim Duk;http://njpwworld.com/p/s_series_00036_2_3;Bloody Fight Series;Denen Colosseum;;;47
1981.10.08;Antonio Inoki vs Rusher Kimura;https://njpwworld.com/p/s_series_00037_1_1;Toukon Series;Kuramae Kokugikan;;;48
1981.11.05;Tiger Mask vs Gran Hamada;http://njpwworld.com/p/s_series_00038_1_2;Fighting Spirit Series;Kuramae Kokugikan;;;49
1981.11.05;Antonio Inoki vs Rusher Kimura;https://njpwworld.com/p/s_series_00038_1_4;Fighting Spirit Series;Kuramae Kokugikan;Lumberjack Deathmatch;;50
1981.12.08;Tiger Mask vs El Canek;http://njpwworld.com/p/s_series_00039_1_1;2nd MSG Tag League;Kuramae Kokugikan;;;51
1981.12.08;Rusher Kimura & Kim Duk vs Dick Murdoch & Dusty Rhodes;http://njpwworld.com/p/s_series_00039_1_2;2nd MSG Tag League;Kuramae Kokugikan;2nd MSG Tag League Match;;52
1981.12.10;Antonio Inoki & Tatsumi Fujinami vs Andre the Giant & Rene Goulet;http://njpwworld.com/p/s_series_00039_2_1;2nd MSG Tag League;Osaka Prefectural Gym;MSG Tag League FINAL;;53
1982.01.01;Karl Gotch vs Yoshiaki Fujiwara;https://njpwworld.com/p/s_series_00040_1_1;New Year Super Fight;Korakuen Hall;;;54
1982.01.01;Tiger Mask vs Dynamite Kid;http://njpwworld.com/p/s_series_00040_1_3;New Year Super Fight;Korakuen Hall;WWF Jr. Title Tournament FINAL;;55
1982.01.28;Tiger Mask (c) vs Dynamite Kid;http://njpwworld.com/p/s_series_00041_1_2;New Year Golden Series;Tokyo Metropolitan Gym;WWF Junior Heavyweight Title;;56
1982.04.01;Tiger Mask (c) vs Steve Wright;http://njpwworld.com/p/s_series_00042_1_1;5th MSG Series;Kuramae Kokugikan;WWF Junior Heavyweight Title;;57
1982.04.21;Tiger Mask (c) vs Black Tiger;https://njpwworld.com/p/s_series_00043_1_1;Charity Donation Special;Kuramae Kokugikan;WWF Junior Heavyweight Title;;58
1982.05.26;Black Tiger (c) vs Tiger Mask;http://njpwworld.com/p/s_series_00044_1_1;Big Fight Series;Osaka Prefectural Gym;WWF Junior Heavyweight Title;;59
1982.05.26;Hulk Hogan vs Abdullah the Butcher;http://njpwworld.com/p/s_series_00044_1_2;Big Fight Series;Osaka Prefectural Gym;;;60
1982.07.23;Tiger Mask vs Dynamite Kid;http://njpwworld.com/p/s_series_00045_2_1;Summer Fight Series;Ishikawa City Gym;;;61
1982.08.30;Tiger Mask (c) vs Dynamite Kid;http://njpwworld.com/p/s_series_00046_1_1;WWF on MSG Network;Madison Square Garden;WWF Junior Heavyweight Title;;62
1982.09.21;Antonio Inoki vs Rusher Kimura;https://njpwworld.com/p/s_series_00046_2_1;Bloody Fight Series;Osaka Prefectural Gym;;;63
1982.10.26;Tiger Mask (c) vs Kuniaki Kobayashi;https://njpwworld.com/p/s_series_00047_1_1;Fighting Spirit Series;Osaka Prefectural Gym;WWF Junior Heavyweight Title;;64
1982.10.26;Antonio Inoki & Tatsumi Fujinami vs Rusher Kimura & Animal Hamaguchi;https://njpwworld.com/p/s_series_00047_1_2;Fighting Spirit Series;Osaka Prefectural Gym;;;65
1982.11.04;Tatsumi Fujinami (c) vs Riki Choshu;https://njpwworld.com/p/s_series_00047_2_2;Fighting Spirit Series;Osaka Prefectural Gym;WWF International Heavyweight Title;;66
1983.01.06;Tiger Mask (c) vs Kuniaki Kobayashi;http://njpwworld.com/p/s_series_00048_1_1;New Year Golden Series;Kuramae Kokugikan;NWA World Junior Heavyweight Title;;67
1983.04.03;Tatsumi Fujinami (c) vs Riki Choshu;http://njpwworld.com/p/s_series_00049_1_1;Big Fight Series II;Kuramae Kokugikan;WWF Int. Heavyweight Title;;68
1983.04.21;Tiger Mask vs Dynamite Kid;http://njpwworld.com/p/s_series_00049_2_2;Big Fight Series II;Kuramae Kokugikan;;;69
1983.04.21;Riki Choshu (c) vs Tatsumi Fujinami;http://njpwworld.com/p/s_series_00049_2_3;Big Fight Series II;Kuramae Kokugikan;WWF Int. Heavyweight Title;;70
1983.05.27;Antonio Inoki vs Akira Maeda;https://njpwworld.com/p/s_series_00050_1_1;IWGP Champion League;Takamatsu Civic Center;IWGP Champion League Play-Off;;71
1983.05.27;Andre the Giant vs Hulk Hogan;https://njpwworld.com/p/s_series_00050_1_2;IWGP Champion League;Takamatsu Civic Center;IWGP Champion League Play-Off;https://njpwworld.com/p/s_series_00050_1_2en;72
1983.05.30;Hulk Hogan vs Akira Maeda;https://njpwworld.com/p/s_series_00050_2_1;IWGP Champion League;Chiba Park Gymnasium;;;73
1983.06.02;Tiger Mask vs Kuniaki Kobayashi;http://njpwworld.com/p/s_series_00051_3_1;IWGP Champion League;Kuramae Kokugikan;NWA World Jr. Heavyweight Title (vacant);;74
1983.06.02;Antonio Inoki vs Hulk Hogan;https://njpwworld.com/p/s_series_00050_3_1;IWGP Champion League;Kuramae Kokugikan;IWGP Champion League FINAL;;75
1983.06.12;Tiger Mask (c) vs Fishman;http://njpwworld.com/p/s_series_00051_4_1;CMLL;El Treo de Cuatro;WWF Junior Heavyweight Title;;76
1983.07.07;Dick Murdoch vs Abdullah the Butcher;http://njpwworld.com/p/s_series_00051_1_3;Summer Fight Series;Osaka Prefectural Gym;;;77
1983.07.07;Riki Choshu (c) vs Tatsumi Fujinami;http://njpwworld.com/p/s_series_00051_1_2;Summer Fight Series;Osaka Prefectural Gym;WWF Int. Heavyweight Title;;78
1983.08.04;Tatsumi Fujinami (c) vs Riki Choshu;http://njpwworld.com/p/s_series_00051_2_1;Summer Fight Series;Kuramae Kokugikan;WWF Int. Heavyweight Title;;79
1983.08.14;Nobuhiko Takada vs Athol Foley;https://njpwworld.com/p/s_series_00269_1_1;Stampede Wrestling;Victoria Pavilion, Calgary;;;80
1983.08.28;Antonio Inoki vs Rusher Kimura;https://njpwworld.com/p/s_series_00052_1_1;Bloody Fight Series;Denen Colosseum;;;81
1983.11.03;The Cobra vs Davey Boy Smith;https://njpwworld.com/p/s_series_00053_1_4;Fighting Spirit Series;Kuramae Kokugikan;NWA World Jr. Title Tournament FINAL;https://njpwworld.com/p/s_series_00053_1_4en;82
1983.11.03;Riki Choshu vs Akira Maeda;https://njpwworld.com/p/s_series_00053_1_1;Fighting Spirit Series;Kuramae Kokugikan;Ishingun vs Sekigun;;83
1984.01.01;Tatsumi Fujinami & Akira Maeda vs Riki Choshu & Yoshiaki Yatsu;https://njpwworld.com/p/s_series_00055_1_3;New Year Golden Series;Korakuen Hall;;;84
1984.02.03;Tatsumi Fujinami vs Riki Choshu;http://njpwworld.com/p/s_series_00055_3_1;New Year Golden Series;Nakajima Sports Centre;;;85
1984.02.09;Inoki, Maeda & Fujiwara vs Choshu, Yatsu & Hamaguchi;http://njpwworld.com/p/s_series_00055_4_1;New Year Golden Series;Osaka Prefectural Gym;;;86
1984.04.19;Antonio Inoki vs Riki Choshu;https://njpwworld.com/p/s_series_00056_1_1;Big Fight Series;Kuramae Kokugikan;;;87
1984.05.24;Dick Murdoch vs Adrian Adonis;https://njpwworld.com/p/s_series_00057_1_2;2nd IWGP League;Osaka Prefectural Gym;2nd IWGP League;;88
1984.06.01;Riki Choshu vs Andre the Giant;https://njpwworld.com/p/s_series_00057_2_1;2nd IWGP League;Takamatsu Civic Center;2nd IWGP League;;89
1984.06.14;Tatsumi Fujinami vs Hulk Hogan;http://njpwworld.com/p/s_series_00057_3_1;2nd IWGP League;Kuramae Kokugikan;2nd IWGP League FINAL;;90
1984.08.02;Antonio Inoki vs Riki Choshu;https://njpwworld.com/p/s_series_00058_1_1;Summer Fight Series;Kuramae Kokugikan;;;91
1985.04.18;Antonio Inoki vs Bruiser Brody;https://njpwworld.com/p/s_series_00059_1_1;Big Fight Series;Miyagi Sports Centre;;;92
1985.06.11;Hulk Hogan (c) vs Tatsumi Fujinami;http://njpwworld.com/p/s_series_00060_1_1;Champion's Series;Tokyo Metropolitan Gym;WWF World Heavyweight Title;;93
1985.06.11;Antonio Inoki vs Andre the Giant;https://njpwworld.com/p/s_series_00060_1_2;Champion's Series;Tokyo Metropolitan Gym;;;94
1985.06.13;Antonio Inoki vs Hulk Hogan;https://njpwworld.com/p/s_series_00060_2_1;Champion's Series;Aichi Prefectural Gym;;;95
1985.08.01;Antonio Inoki vs Bruiser Brody;http://njpwworld.com/p/s_series_00061_1_1;Burning Spirit in Summer;Ryogoku Kokugikan;;;96
1985.09.18;Tony St. Clair vs Keiji Mutoh;http://njpwworld.com/p/s_series_00062_2_1;Challenge Spirit;Fukuoka Sports Centre;;;97
1985.09.19;Antonio Inoki vs Tatsumi Fujinami;http://njpwworld.com/p/s_series_00062_3_1;Challenge Spirit;Tokyo Metropolitan Gym;;;98
1985.12.12;Antonio Inoki & Seiji Sakaguchi vs Tatsumi Fujinami & Kengo Kimura;http://njpwworld.com/p/s_series_00063_2_1;IWGP Tag Team League;Miyagi Sports Centre;IWGP Heavy Tag Titles (vacant);;99
1986.01.03;Akira Maeda vs Nobuhiko Takada;http://njpwworld.com/p/s_series_00064_1_1;New Year's Dash;Korakuen Hall;;;100
1986.02.05;Akira Maeda vs Yoshiaki Fujiwara;http://njpwworld.com/p/s_series_00064_2_1;New Year's Dash;Osaka Castle Hall;;;101
1986.02.05;Antonio Inoki & Keiichi Yamada vs Nobuhiko Takada & Osamu Kido;http://njpwworld.com/p/s_series_00064_2_2;New Year's Dash;Osaka Castle Hall;;;102
1986.02.06;Antonio Inoki vs Yoshiaki Fujiwara;http://njpwworld.com/p/s_series_00064_3_1;New Year's Dash;Ryogoku Kokugikan;;;103
1986.02.06;The Cobra vs Shiro Koshinaka;https://njpwworld.com/p/s_series_00064_3_2;New Year's Dash;Ryogoku Kokugikan;IWGP Jr. Heavy Title Tournament FINAL;;104
1986.03.14;Fujinami, Kimura & Hoshino vs Maeda, Fujiwara & Takada;http://njpwworld.com/p/s_series_00065_2_1;New Year Wave;Tokyo Metropolitan Gym;;;105
1986.03.26;NJPW vs UWF - 5 vs 5 Elimination Tag Match;http://njpwworld.com/p/s_series_00065_1_1;New Year Wave;Tokyo Metropolitan Gym;;;106
1986.05.01;NJPW vs UWF - 5 vs 5 Gauntlet Challenge;http://njpwworld.com/pg/s_series_00066_1;Big Fight Series;Ryogoku Kokugikan;;;107
1986.06.12;Tatsumi Fujinami vs Akira Maeda;http://njpwworld.com/p/s_series_00067_2_1;IWGP Champion Series;Osaka Castle Hall;IWGP League Block B Match;;108
1986.06.19;Antonio Inoki vs Dick Murdoch;http://njpwworld.com/p/s_series_00067_4_1;IWGP Champion Series;Ryogoku Kokugikan;;;109
1986.08.05;Nobuhiko Takada (c) vs Shiro Koshinaka;http://njpwworld.com/p/s_series_00068_1_2;Burning Spirit in Summer;Ryogoku Kokugikan;IWGP Jr. Heavyweight Title;;110
1986.09.16;Antonio Inoki vs Bruiser Brody;http://njpwworld.com/p/t_0_osaka_1_04;Challenge Spirit;Osaka Castle Hall;;;111
1986.09.19;Tatsumi Fujinami vs Bruiser Brody;https://njpwworld.com/p/s_series_00070_1_1;Challenge Spirit;Fukuoka Sports Centre;;;112
1986.10.09;Akira Maeda vs Don Nakaya Nelson;http://njpwworld.com/p/s_series_00071_1_1;Inoki Toukon Live;Ryogoku Kokugikan;;;113
1986.10.20;Koshinaka & Kimura vs Takada & Kido;http://njpwworld.com/p/s_series_00305_1_01;Toukon Series;Yamato Body Gym;;;114
1986.11.03;Antonio Inoki & Kevin Von Erich vs Kengo Kimura & Keiji Mutoh;https://njpwworld.com/p/s_series_00072_1_1;Fighting Spirit Series;Korakuen Hall;;;115
1986.12.10;Tatsumi Fujinami vs Kengo Kimura;https://njpwworld.com/p/s_series_00073_2_01;Japan Cup Tag League;Osaka Castle Hall;;;116
1986.12.11;Inoki & Fujiwara vs Maeda & Kido;http://njpwworld.com/p/s_series_00073_1_1;Japan Cup Tag League;Ryogoku Kokugikan;Japan Cup Tag League Final;;117
1987.02.05;Shiro Koshinaka (c) vs Nobuhiko Takada;http://njpwworld.com/p/s_series_00074_1_1;New Year's Dash;Ryogoku Kokugikan;IWGP Jr. Heavyweight Title;;118
1987.03.20;Shinya Hashimoto vs Masahiro Chono;https://njpwworld.com/p/s_series_00075_1_2;Spring Flare Up;Korakuen Hall;Young Lion Cup Final;;119
1987.03.20;Keiji Mutoh & Shiro Koshinaka vs Akira Maeda & Nobuhiko Takada;http://njpwworld.com/p/s_series_00075_1_1;Spring Flare Up;Korakuen Hall;IWGP Heavy Tag Titles (vacant);;120
1987.03.26;Keiji Mutoh & Shiro Koshinaka (c) vs Akira Maeda & Nobuhiko Takada;http://njpwworld.com/p/s_series_00076_1_1;Inoki Toukon Live II;Osaka Castle Hall;IWGP Heavyweight Tag Titles;;121
1987.03.26;Antonio Inoki vs Masa Saito;https://njpwworld.com/p/s_series_00076_1_2;Inoki Toukon Live II;Osaka Castle Hall;;;122
1987.04.27;Antonio Inoki vs Masa Saito;http://njpwworld.com/p/s_series_00077_1_1;Blazing Cherry Blossom;Ryogoku Kokugikan;;;123
1987.06.12;Antonio Inoki vs Masa Saito;http://njpwworld.com/p/s_series_00078_2_1;IWGP Champion Series;Ryogoku Kokugikan;IWGP Heavyweight Title (vacant);;124
1987.08.20;Inoki & Mutoh vs Choshu & Fujinami;http://njpwworld.com/p/s_series_00079_1_1;Summer Night Fever;Ryogoku Kokugikan;;;125
1987.09.01;Maeda & Takada (c) vs Yamazaki & Fujiwara;http://njpwworld.com/p/s_series_00080_1_1;Sengoku Battle Series;Fukuoka Sports Centre;IWGP Heavyweight Tag Titles;;126
1987.12.27;Keiichi Yamada vs Masakatsu Funaki;http://njpwworld.com/p/s_series_00081_1_2;New Year End;Ryogoku Kokugikan;;;127
1987.12.27;Fujinami & Kimura vs Choshu & Saito, Choshu vs Inoki, Inoki vs Vader;https://njpwworld.com/p/s_series_00081_1_1;New Year End;Ryogoku Kokugikan;The Sumo Hall riot;;128
1987.01.25;Keiichi Yamada vs Shiro Koshinaka;https://njpwworld.com/p/s_series_00307_1_01;Top of the Super Jr.;Gifu Industrial Hall;Top of the Super Juniors League;;129
1988.02.07;Shiro Koshinaka vs Hiroshi Hase;http://njpwworld.com/p/s_archive_26_01_01/e/sp/1467;New Year Golden Series;Nakajima Sports Centre;Top of the Super Juniors FINAL;;130
1988.02.07;Antonio Inoki vs Big Van Vader;http://njpwworld.com/p/s_archive_26_01_02/e/sp/1467;New Year Golden Series;Nakajima Sports Centre;;https://njpwworld.com/p/s_archive_26_01_02en;131
1988.02.07;Kengo Kimura & Tatsumi Fujinami (c) vs Riki Choshu & Super Strong Machine;http://njpwworld.com/p/s_archive_26_01_03/e/sp/1467;New Year Golden Series;Nakajima Sports Centre;IWGP Heavyweight Tag Titles;;132
1988.06.24;Tatsumi Fujinami vs Riki Choshu;http://njpwworld.com/p/s_series_00083_1_1;IWGP Champion Series;Osaka Prefectural Gym;IWGP Heavyweight Title (vacant);;133
1988.06.26;Tatsumi Fujinami (c) vs Big Van Vader;http://njpwworld.com/p/s_series_00083_2_1;IWGP Champion Series;Nagoya Rainbow Hall;IWGP Heavyweight Title;;134
1988.07.22;Antonio Inoki vs Riki Choshu;http://njpwworld.com/p/s_series_00084_1_1;Summer Fight Series;Nakajima Sports Centre;IWGP League Match;;135
1988.07.29;Mutoh, Chono & Hashimoto vs Fujinami, Kimura & Koshinaka;https://njpwworld.com/p/s_series_00084_2_1;Summer Fight Series;Ariake Colosseum;First time the Three Musketeers tagged;;136
1988.07.29;Antonio Inoki vs Big Van Vader;http://njpwworld.com/p/s_series_00084_2_2;Summer Fight Series;Ariake Colosseum;;;137
1988.08.08;Tatsumi Fujinami (c) vs Antonio Inoki;http://njpwworld.com/p/s_series_00084_3_1;Super Monday;Yokohama Bunka Gym;IWGP Heavyweight Title;;138
1988.09.12;Big Van Vader vs Bam Bam Bigelow;http://njpwworld.com/p/s_series_00085_1_1;Sengoku Battle Series;Fukuoka National Centre;;;139
1988.10.19;Antonio Inoki vs Riki Choshu;http://njpwworld.com/p/s_series_00085_2_1;Fighting Spirit Series;Shizuoka Pavillion;;;140
1989.01.16;Tatsumi Fujinami (c) vs Bam Bam Bigelow;http://njpwworld.com/p/s_series_00310_3_01;New Year Golden Series;Osaka Prefectural Gym;IWGP Heavyweight Title;;141
1989.02.09;Tatsumi Fujinami vs Big Van Vader;http://njpwworld.com/p/s_series_00310_1_04/e/sp/1468;New Year Golden Series;Nakajima Sports Centre;;;142
1989.02.09;Antonio Inoki vs Bam Bam Bigelow;http://njpwworld.com/p/s_series_00310_1_01;New Year Golden Series;Nakajima Sports Centre;;;143
1989.02.09;Masa Saito & Riki Choshu (c) vs Kengo Kimura & Yoshiaki Fujiwara;http://njpwworld.com/p/s_series_00310_1_03/e/sp/1468;New Year Golden Series;Nakajima Sports Centre;IWGP Heavyweight Tag Titles;;144
1989.02.22;Antonio Inoki vs Riki Choshu;http://njpwworld.com/p/s_series_00086_1_1;Special Fight in Ryogoku;Ryogoku Kokugikan;;;145
1989.04.24;Hiro Saito vs Naoki Sano;https://njpwworld.com/p/s_series_00087_1_1;Battle Satellite;Tokyo Dome;Young Lion Cup Final;;146
1989.04.24;Big Van Vader vs Tatsumi Fujinami;http://njpwworld.com/p/s_series_00087_1_7;Battle Satellite;Tokyo Dome;IWGP Tournament Semi-Final;;147
1989.04.24;Shinya Hashimoto vs Victor Zangiev;http://njpwworld.com/p/s_series_00087_1_8;Battle Satellite;Tokyo Dome;IWGP Tournament Semi-Final;;148
1989.04.24;Big Van Vader vs Shinya Hashimoto;http://njpwworld.com/p/s_series_00087_1_10;Battle Satellite;Tokyo Dome;IWGP Title Tournament Final;;149
1989.05.25;Hiroshi Hase (c) vs Jushin Liger;https://njpwworld.com/p/s_series_00326_01_02;Battle Satellite;Osaka Castle Hall;IWGP Jr. Heavyweight Title;;150
1989.05.25;Big Van Vader (c) vs Salman Hashimikov;https://njpwworld.com/p/s_series_00326_01_03;Battle Satellite;Osaka Castle Hall;IWGP Heavyweight Title;;151
1989.07.13;Jushin 'Thunder' Liger (c) vs Naoki Sano;http://njpwworld.com/p/s_series_00088_1_1;Summer Fight Series;Ryogoku Kokugikan;IWGP Jr. Heavyweight Title;;152
1989.09.20;Naoki Sano (c) vs Jushin 'Thunder' Liger;https://njpwworld.com/p/s_series_00327_01_01;Bloody Fight Series;Osaka Castle Hall;IWGP Jr. Heavyweight Title;;153
1989.09.20;Choshu & Iizuka (c) vs Hashimoto & Saito;https://njpwworld.com/p/s_series_00327_01_03;Bloody Fight Series;Osaka Castle Hall;IWGP Heavyweight Tag Titles;;154
1989.09.20;Big Van Vader (c) vs Bam Bam Bigelow;https://njpwworld.com/p/s_series_00327_01_02;Bloody Fight Series;Osaka Castle Hall;IWGP Heavyweight Title, Inoki guest referee;;155
1990.01.25;Owen Hart vs Black Tiger;http://njpwworld.com/p/s_archive_27_01_01/e/sp/1469;New Year Golden Series;Nakajima Sports Centre;IWGP Jr. Heavyweight no.1 Contendership;https://njpwworld.com/p/s_archive_27_01_01en;156
1990.01.25;Jushin 'Thunder' Liger vs Akira Nogami;http://njpwworld.com/p/s_archive_27_01_02/e/sp/1469;New Year Golden Series;Nakajima Sports Centre;IWGP Jr. Heavyweight no.1 Contendership;;157
1990.01.25;Masahiro Chono vs Big Van Vader;http://njpwworld.com/p/s_archive_27_01_05/e/sp/1469;New Year Golden Series;Nakajima Sports Centre;;;158
